tiempo,dato1a.n_seg,dato1b.n_seg,dato1c.n_seg,dato1d.n_seg,dato1e.n_seg,dato2a.n_seg,dato2b.n_seg,dato2c.n_seg,dato2d.n_seg,dato2e.n_seg,dato3a.n_seg,dato3b.n_seg,dato3c.n_seg,dato3d.n_seg,dato3e.n_seg,dato4a.n_seg,dato4b.n_seg,dato4c.n_seg,dato4d.n_seg,dato4e.n_seg,dato5a.n_seg,dato5b.n_seg,dato5c.n_seg,dato5d.n_seg,dato5e.n_seg,dato6a.n_seg,dato6b.n_seg,dato6d.n_seg,dato6c.n_seg,dato6e.n_seg,dato7a.n_seg,dato7b.n_seg,dato7c.n_seg,dato7d.n_seg,dato7e.n_seg,dato8a.n_seg,dato8b.n_seg,dato8c.n_seg,dato8d.n_seg,dato8e.n_seg,dato9a.n_seg,dato9c.n_seg,dato9d.n_seg,dato9e.n_seg,dato10a.n_seg,dato10b.n_seg,dato10c.n_seg,dato10d.n_seg,dato10e.n_seg,dato11a.n_seg,dato11b.n_seg,dato11c.n_seg,dato11d.n_seg,dato11e.n_seg,dato12a.n_seg,dato12b.n_seg,dato12c.n_seg,dato12d.n_seg,dato12e.n_seg,dato13a.n_seg,dato13b.n_seg,dato13c.n_seg,dato13d.n_seg,dato13e.n_seg,dato14a.n_seg,dato14b.n_seg,dato14c.n_seg,dato14d.n_seg,dato14e.n_seg,dato15a.n_seg,dato15b.n_seg,dato15c.n_seg,dato15d.n_seg,dato15e.n_seg,dato16a.n_seg,dato16b.n_seg,dato16c.n_seg,dato16d.n_seg,dato16e.n_seg,dato17a.n_seg,dato17b.n_seg,dato17c.n_seg,dato17d.n_seg,dato17e.n_seg,dato18a.n_seg,dato18b.n_seg,dato18c.n_seg,dato18d.n_seg,dato18e.n_seg,dato19a.n_seg,dato19b.n_seg,dato19c.n_seg,dato19d.n_seg,dato19e.n_seg,dato20a.n_seg,dato20b.n_seg,dato20c.n_seg,dato20d.n_seg,dato20e.n_seg,dato9b.n_seg,mean
12,0,3,0,1,0,3,2,2,0,1,3,2,0,2,1,3,2,3,0,2,3,1,0,0,0,1,0,1,2,0,2,0,0,1,3,2,0,3,1,2,3,1,2,0,2,0,2,0,2,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,3,3,1,0,3,0,2,2,0,0,3,0,2,0,1,2,0,0,0,0,0,1,3,0,1,0,3,0,2,0,1,0,1,0,0,3,1.09
13,0,2,0,0,2,2,1,2,0,2,2,1,0,1,1,2,2,2,0,0,3,1,1,1,1,2,1,0,3,0,4,0,0,2,1,3,0,2,0,2,3,0,3,0,3,0,3,0,3,2,3,0,0,1,0,1,1,0,0,0,0,2,0,0,2,2,0,0,1,0,3,1,0,0,3,0,1,0,0,4,1,2,0,0,0,2,2,0,0,0,2,0,2,0,0,0,1,0,0,3,1.06
14,0,2,0,1,3,2,0,3,0,3,3,1,0,0,1,3,2,2,0,2,3,3,1,1,1,2,1,1,1,1,3,0,0,2,2,3,0,3,0,1,3,2,3,0,2,0,1,0,3,3,3,2,0,0,1,1,2,1,0,3,0,3,0,0,2,3,0,0,1,0,3,2,0,0,1,1,0,0,0,3,0,1,0,0,1,1,2,0,1,2,1,0,4,0,0,1,3,0,2,2,1.27
15,0,1,0,1,1,2,0,3,0,3,3,3,0,1,0,2,3,3,0,2,2,3,3,0,0,3,2,0,0,1,3,0,0,3,3,3,1,2,0,3,3,0,2,0,3,0,3,0,2,3,3,3,0,0,0,1,2,2,1,1,0,2,0,0,0,3,3,0,2,0,2,3,0,0,3,3,1,0,0,2,1,0,0,1,1,3,1,0,3,0,3,0,3,0,3,3,2,0,1,2,1.4
16,0,2,0,0,2,3,1,2,1,3,2,2,2,3,2,2,2,3,0,2,3,2,1,3,0,3,1,2,3,1,2,0,0,2,3,2,0,3,2,2,3,3,3,1,2,0,2,0,2,2,3,1,0,2,1,1,2,1,1,0,0,3,0,0,2,2,2,0,2,3,3,3,0,0,3,1,3,0,0,3,2,2,0,1,2,3,3,0,3,1,3,0,3,1,3,2,3,0,3,3,1.67
17,0,3,0,0,0,3,2,3,2,3,3,3,1,2,2,3,2,2,2,0,2,2,1,3,0,3,3,2,3,1,2,0,0,2,2,3,0,2,0,3,2,3,3,0,3,0,2,0,3,3,2,2,0,1,0,1,2,0,0,3,1,2,1,1,2,3,3,0,3,0,2,3,0,0,3,2,3,0,0,3,0,2,0,1,3,3,2,0,1,3,1,0,2,0,2,2,3,1,2,3,1.63
18,0,2,2,1,2,3,3,3,0,2,3,3,2,3,2,3,2,3,3,0,3,3,3,2,2,3,2,0,3,1,3,0,0,3,3,3,0,3,3,1,3,2,2,1,2,1,3,1,3,2,3,3,2,3,1,2,2,1,0,2,0,2,0,0,3,2,3,0,3,0,3,2,0,0,3,3,2,1,0,3,1,1,2,0,2,3,3,1,3,2,3,0,3,2,1,3,2,1,3,2,1.9
19,0,3,1,3,1,3,3,2,0,2,3,3,2,3,3,2,2,2,1,4,3,2,1,1,3,3,3,2,2,3,3,0,0,2,3,1,0,3,0,3,3,2,3,0,2,2,2,1,3,3,3,3,2,1,0,1,3,3,3,2,1,3,2,0,3,3,2,0,3,3,2,3,1,0,2,3,3,1,0,2,0,1,1,1,3,2,2,0,2,3,3,0,3,1,4,3,3,0,2,3,1.97
20,0,2,2,3,2,3,3,3,0,3,2,3,3,3,1,3,3,3,2,3,3,3,2,3,2,1,2,1,3,3,3,0,0,3,3,2,2,2,4,3,3,3,2,2,3,2,3,1,2,3,2,3,1,1,0,1,3,2,2,3,0,2,1,0,2,2,3,0,3,2,3,2,0,0,2,3,3,0,0,2,1,1,0,2,3,2,2,0,3,3,3,0,2,2,3,3,2,1,3,3,2.03
21,0,2,1,1,2,3,2,2,1,3,3,3,1,2,3,3,2,2,0,3,1,2,3,2,3,2,2,2,3,3,2,0,0,2,3,3,3,3,3,2,1,2,3,0,2,3,3,4,2,2,2,3,3,1,1,3,3,0,3,2,0,3,2,0,3,3,2,0,2,3,2,3,2,0,2,2,2,0,0,3,2,3,3,3,2,3,3,1,3,2,3,0,3,2,3,3,3,2,3,1,2.08
22,0,3,3,0,3,3,2,3,1,2,3,2,2,3,2,3,3,3,2,2,3,2,2,2,3,2,1,3,2,2,3,0,0,3,2,2,2,2,3,3,2,3,3,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,1,2,3,2,1,1,3,2,3,0,3,2,3,2,2,0,3,3,3,1,0,2,3,2,3,1,3,2,3,2,2,3,2,0,3,3,3,2,3,1,3,3,2.19
23,0,3,3,3,3,1,3,2,1,3,2,3,1,3,3,2,2,2,3,3,3,2,3,1,3,2,2,3,3,2,3,0,0,2,3,2,2,3,2,3,3,2,2,3,2,3,2,1,2,2,2,3,1,2,1,3,3,2,1,3,2,3,3,1,2,3,3,0,2,3,2,3,3,0,3,3,3,1,0,2,2,3,3,3,3,3,2,3,1,3,3,1,3,3,2,2,2,2,3,2,2.24
24,0,2,2,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,3,1,4,3,1,2,3,2,2,3,3,2,2,0,0,3,2,3,3,2,3,2,2,2,3,2,3,2,3,3,2,3,3,2,3,4,1,2,3,2,1,2,3,3,2,2,3,2,2,0,2,2,3,2,2,0,2,2,2,0,0,3,3,3,3,2,2,1,3,1,3,1,2,2,3,3,3,3,3,2,2,2,2.24
25,0,3,3,2,3,2,3,3,0,3,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,0,0,2,2,2,0,2,3,3,3,3,2,3,2,3,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,1,0,3,2,3,0,0,3,2,3,3,3,3,0,2,3,3,3,2,1,2,2,3,2,3,3,3,3,2.28
26,0,2,2,2,3,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,2,3,2,1,3,3,2,2,3,2,2,0,0,2,3,2,1,3,3,3,3,3,3,2,2,1,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,1,3,2,2,2,0,1,2,2,3,3,0,2,3,2,0,0,3,3,2,2,2,2,4,3,3,3,3,3,1,3,3,3,3,2,3,2,2,2.28
27,0,3,2,3,2,2,3,3,2,3,2,3,3,3,2,2,2,2,3,3,4,2,3,3,3,2,2,3,2,3,2,0,0,3,3,3,3,2,2,3,2,2,2,3,3,3,2,3,2,2,2,3,2,2,1,3,3,2,3,2,3,3,0,2,3,2,3,0,3,3,3,2,2,0,3,3,3,2,0,2,3,2,3,3,3,3,2,2,3,2,3,1,3,3,3,3,2,3,3,3,2.38
28,0,2,3,2,3,3,3,2,3,3,1,2,2,3,3,3,1,3,2,2,2,3,3,3,2,3,3,2,3,1,2,0,0,2,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,2,2,3,3,3,1,2,3,3,2,3,2,3,3,1,2,3,3,0,3,2,2,2,2,0,2,3,2,2,0,2,3,1,2,3,2,2,2,3,2,3,2,1,1,2,2,2,2,3,3,2,2.23
29,0,3,0,3,3,2,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,1,2,3,3,2,2,3,3,3,2,0,0,2,3,2,3,3,3,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,3,3,2,2,2,3,3,2,2,2,0,2,3,3,3,3,0,2,2,3,3,0,3,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2.41
30,0,2,2,2,2,2,2,2,4,2,3,1,2,3,2,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,0,0,2,3,2,3,2,2,2,1,1,3,3,3,2,2,3,2,2,2,1,2,3,3,2,3,3,3,3,2,3,2,2,3,2,3,0,2,2,2,2,2,3,3,3,2,2,0,3,3,3,3,2,2,1,2,3,3,3,3,2,3,2,3,3,2,3,3,2,2.28
31,0,3,2,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,3,1,3,2,2,2,0,3,3,3,3,3,3,0,0,2,1,2,2,2,3,2,3,3,2,3,2,2,3,2,1,3,2,3,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,0,2,2,3,2,3,2,2,1,3,2,0,3,2,3,2,2,2,1,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2.24
32,0,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,1,3,2,2,3,3,2,0,0,3,3,3,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,3,2,3,3,2,2,3,3,3,2,2,3,0,2,2,3,0,3,3,2,2,2,2,3,3,2,3,0,2,3,2,3,2,3,2,2,3,2,2,2,3,3,2,3,2,2,3,3,3,2.35
33,2,3,3,2,3,3,3,2,3,3,3,2,1,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,0,2,1,3,2,2,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,3,3,2,1,2,3,3,3,3,2,1,2,0,2,2,2,2,3,2,2,2,2,2,0,2,3,2,2,3,2,3,2,2,3,2,2,3,2,3,3,2,3,2,2,2,2.36
34,0,2,1,3,3,3,2,3,2,1,2,3,2,3,3,2,1,2,2,3,1,3,3,3,3,2,2,2,2,3,3,1,0,2,3,2,3,3,2,3,3,3,2,3,2,3,3,2,2,2,2,1,3,2,3,2,1,2,2,3,2,2,2,3,3,2,3,0,3,2,3,2,2,3,3,3,3,3,0,3,2,2,2,3,2,2,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2.31
35,2,3,1,2,2,2,3,1,3,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,3,2,2,1,2,0,3,2,3,2,2,3,2,1,2,2,3,2,1,2,3,2,3,3,2,2,3,2,3,3,3,2,2,3,3,3,2,1,2,2,0,1,3,2,2,2,2,2,2,2,3,0,1,3,2,3,2,3,3,2,3,2,2,2,3,3,2,2,3,3,2,2,3,2.21
36,3,2,1,2,3,2,3,2,3,3,3,1,3,2,3,2,3,2,2,3,3,3,3,1,3,2,3,2,3,3,2,2,0,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,2,3,2,3,2,1,2,2,3,2,3,2,3,3,2,2,3,2,0,3,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,2,0,2.3
37,3,3,0,2,2,2,3,2,2,2,2,3,1,3,2,3,1,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,0,1,3,3,3,2,3,2,3,2,2,3,2,1,3,3,0,2,3,3,2,1,2,3,0,3,1,2,3,2,2,3,3,1,3,0,1,2,1,3,2,3,3,3,2,3,0,2,2,2,2,3,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,2.21
38,2,2,1,3,2,1,2,3,3,3,3,2,3,2,3,2,2,3,2,3,2,1,3,2,3,3,3,2,3,2,2,3,0,2,2,2,2,2,2,2,1,3,2,3,3,1,2,2,2,3,2,2,3,3,3,2,2,3,3,3,2,2,2,2,2,0,2,3,3,3,3,2,3,3,2,1,2,3,0,2,3,3,3,2,3,2,2,2,2,3,2,3,2,3,3,3,3,3,2,1,2.3
39,3,3,2,3,3,1,3,2,3,3,2,3,2,3,2,3,2,2,3,1,2,3,2,1,2,2,2,3,3,3,3,1,0,3,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,1,2,2,2,2,3,3,3,2,0,2,1,1,2,2,2,2,2,2,3,2,2,0,3,2,2,2,3,2,3,3,3,2,2,3,3,3,2,2,2,2,2,3,1,2.22
40,2,1,3,2,2,0,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,3,1,3,3,2,2,2,3,0,2,3,2,2,2,2,3,2,3,2,3,2,2,3,2,1,3,3,2,3,2,3,3,0,2,2,3,3,2,3,2,2,0,2,0,2,2,1,2,2,3,2,3,2,2,0,3,3,2,3,3,2,2,2,1,3,3,2,2,1,3,3,3,3,2,2,1,2.23
41,3,2,3,2,2,1,3,2,3,3,2,3,2,3,2,2,2,2,1,1,3,2,3,3,1,3,2,2,3,2,2,3,0,1,2,2,3,2,3,2,2,2,0,2,2,3,2,2,1,3,2,2,2,2,2,2,1,2,3,2,2,2,3,2,3,0,2,3,1,2,2,3,2,1,2,3,2,3,1,2,2,2,2,3,2,1,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2.1
42,2,0,2,3,3,0,1,2,1,3,3,3,3,2,3,3,1,2,3,0,3,2,2,2,3,3,2,2,2,3,3,2,0,2,2,3,2,3,2,2,0,1,3,3,2,2,2,3,0,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,2,0,2,3,1,3,3,2,2,3,2,2,2,2,1,3,2,1,3,3,3,3,3,2,2,3,1,3,2,2,2,3,2,3,2,0,2.14
43,3,2,2,2,2,1,3,1,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,0,0,3,3,3,2,3,3,1,1,1,2,3,3,3,2,0,3,2,2,3,2,2,1,0,1,3,3,2,2,2,2,2,0,0,3,1,2,1,2,2,2,2,3,0,3,0,3,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,1,0,2.03
44,2,1,2,3,3,1,2,2,3,2,2,3,2,3,3,2,1,2,3,1,2,2,2,3,1,2,3,2,2,3,3,3,0,1,2,1,2,3,2,2,1,2,1,3,2,3,2,3,1,1,2,0,2,2,3,0,0,3,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,3,2,3,2,2,2,3,3,2,2,0,1.95
45,3,1,3,2,3,0,1,0,2,3,2,2,2,2,3,2,0,1,2,1,3,3,3,2,3,3,2,3,3,2,3,2,0,0,1,3,2,2,2,3,3,2,0,2,2,2,1,2,2,3,3,1,3,0,2,1,0,2,3,3,3,2,0,2,3,0,2,3,0,3,1,2,2,3,1,3,2,2,0,1,2,2,3,3,2,0,3,2,2,3,0,2,1,2,3,2,2,3,1,0,1.9
46,2,0,2,3,2,1,1,2,2,2,2,2,2,2,3,1,0,2,2,1,3,3,2,2,3,2,3,2,2,3,2,3,0,0,2,2,3,3,3,1,3,2,0,2,2,2,0,2,0,3,0,2,2,0,2,2,0,2,2,2,2,0,2,2,2,0,0,3,0,2,1,1,3,2,1,1,0,3,2,1,2,2,2,2,3,1,2,2,1,1,0,3,1,2,3,3,2,2,3,0,1.73
47,3,1,2,2,3,0,1,2,1,3,2,2,2,3,2,2,0,1,3,2,1,2,2,3,2,2,2,3,2,2,2,2,0,0,2,2,2,2,2,1,3,1,0,3,2,3,1,2,0,2,0,2,1,0,3,1,0,0,3,1,3,0,2,3,2,2,0,2,0,2,2,2,2,3,1,1,0,2,3,3,2,0,2,3,2,1,2,3,1,3,0,3,2,3,2,2,2,2,2,0,1.73
48,2,0,3,3,2,1,0,2,1,2,1,3,3,2,3,2,0,0,2,1,3,2,2,3,1,2,2,2,3,2,3,2,0,0,2,3,2,2,2,1,2,1,0,2,2,2,1,3,2,2,0,0,2,0,2,1,0,1,3,2,2,1,1,1,3,1,0,3,0,3,1,0,2,2,0,0,0,2,2,0,2,1,3,2,3,0,1,3,0,2,0,2,3,2,2,3,0,2,2,0,1.57
49,3,0,3,2,3,0,0,2,1,3,0,2,2,3,2,3,0,0,2,2,3,2,2,2,2,2,3,2,0,3,1,2,0,0,1,3,3,2,3,1,3,0,0,3,2,1,1,2,2,3,2,1,2,0,3,0,0,0,1,2,3,0,0,1,3,1,0,3,0,2,1,2,2,3,0,1,0,2,3,2,2,2,2,1,2,0,3,2,2,3,0,2,1,2,3,2,0,3,1,0,1.6
50,2,0,2,2,2,2,0,2,2,1,0,1,3,1,3,3,0,0,3,0,3,1,2,2,1,1,2,3,1,2,2,3,0,0,2,3,2,2,1,2,0,2,0,2,2,1,0,2,0,2,0,0,2,0,2,0,0,0,2,3,2,1,3,2,2,0,0,2,0,3,2,0,3,2,0,0,0,2,3,3,3,1,3,2,2,0,2,3,1,2,0,2,1,3,2,2,0,1,1,0,1.45
51,3,0,2,3,3,0,0,2,1,2,0,2,2,3,2,2,0,0,2,2,2,3,2,1,1,2,2,2,2,2,1,2,0,0,0,2,2,2,1,0,1,2,0,3,2,1,0,2,0,3,0,0,2,0,3,0,0,0,2,1,2,2,1,1,1,0,0,3,0,2,0,0,3,3,0,2,0,2,3,3,0,0,3,1,3,0,2,3,0,2,2,3,1,2,3,1,0,2,1,0,1.39
52,2,0,2,1,2,0,0,1,2,1,0,1,1,1,2,3,0,0,1,1,2,2,3,1,2,1,3,2,1,3,2,3,0,1,0,3,2,2,1,0,0,2,0,2,2,1,0,1,2,2,0,0,0,0,2,0,0,0,0,1,2,0,1,1,1,3,0,2,0,3,2,1,2,3,0,1,0,2,3,2,2,2,2,2,2,0,2,1,0,3,1,2,0,2,2,0,0,3,1,0,1.26
53,2,0,0,0,2,0,0,2,0,2,0,3,2,0,3,2,0,0,2,1,3,0,2,1,1,1,2,3,0,2,1,2,0,3,0,2,2,2,0,0,0,1,0,2,1,1,0,0,1,3,0,0,0,0,2,0,0,0,2,0,3,1,0,1,0,1,0,3,1,2,1,0,2,2,0,0,0,3,3,3,2,2,2,1,2,0,0,2,0,1,0,3,1,2,2,0,0,1,1,0,1.09
54,2,0,2,0,3,1,0,2,1,3,0,2,2,1,2,3,0,0,2,1,2,0,3,0,0,0,1,2,3,2,1,2,0,3,0,2,3,1,1,0,0,1,0,3,1,0,0,0,1,2,0,0,1,0,2,0,0,0,1,0,2,0,0,1,0,1,0,3,0,2,0,0,1,2,0,0,0,1,2,3,1,0,1,0,2,0,2,2,0,0,1,2,0,3,2,2,0,0,2,0,1.03
55,3,0,2,0,1,1,0,1,2,1,0,2,1,2,2,2,0,0,1,1,2,0,2,0,0,0,2,2,0,1,3,3,0,3,0,1,1,1,0,0,0,0,1,2,1,0,0,2,1,2,0,0,0,0,2,0,0,0,1,0,2,2,2,1,0,1,0,2,1,2,0,0,2,3,0,1,0,2,3,2,3,2,1,1,3,2,1,2,0,3,0,1,0,2,3,0,0,2,0,1,1.08
56,2,0,2,0,2,0,0,2,1,1,0,1,2,1,2,3,0,0,0,0,3,0,2,0,0,0,2,2,0,0,1,2,0,3,0,3,0,0,0,0,0,0,1,2,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,1,0,3,0,2,0,0,1,3,0,0,0,2,3,3,0,0,1,1,2,1,1,1,0,2,3,0,0,2,2,0,0,2,2,1,0.9
57,3,0,2,0,0,2,0,1,2,2,0,3,2,0,3,2,0,0,0,1,2,0,3,0,0,0,0,1,1,0,2,2,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,2,0,2,0,0,1,2,0,0,0,2,2,3,2,0,2,2,2,2,0,3,1,2,1,0,0,2,2,0,1,1,0,2,0.93
58,2,0,1,0,0,0,0,1,0,2,0,3,0,0,1,3,0,0,0,2,2,0,1,0,0,0,1,1,1,0,0,2,0,3,0,2,1,0,0,0,0,0,3,1,1,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,1,3,0,0,0,2,2,2,0,0,0,0,2,3,0,2,0,1,1,3,0,1,1,0,1,0,2,3,0.79
